id,match_id,bucket_num_input_patients,bucket_seconds
P0644,P1342,7,0.0013044580118730664
P0632,P4477,7,0.0013044580118730664
P0892,P10395,15,0.001153582998085767
P0617,P4306,6,0.0011210830125492066
P0014,P5349,3,0.0010671670024748892
P0044,P8731,24,0.0014064580027479678
P0788,P7937,24,0.0014064580027479678
P0245,P1112,3,0.0010437919991090894
P0334,P5234,13,0.0011390419967938215
P0122,P8567,4,0.0010656670201569796
P0874,P1554,9,0.0010384999914094806
P0515,P2394,7,0.0010733329982031137
P0163,P6643,4,0.0012627920077648014
P0267,P2681,4,0.0012627920077648014
P0667,P2187,3,0.0010424999927636236
P0249,P7397,4,0.0010535420151427388
P0481,P1458,3,0.001047917001415044
P0271,P9874,5,0.0010668329778127372
P0051,P4789,5,0.0010356249986216426
P0384,P9673,3,0.0010507089900784194
P0507,P9180,2,0.001032250002026558
P0919,P8000,12,0.0012732079776469618
P0742,P1067,12,0.0012732079776469618
P0356,P8529,28,0.0013581660168711096
P0279,P3921,28,0.0013581660168711096
P0627,P1969,2,0.0010264170123264194
P0391,P2398,4,0.0013129579892847687
P0621,P8395,4,0.0013129579892847687
P0464,P2687,2,0.0010553339961916208
P0078,P1724,9,0.0010809999948833138
P0378,P4547,7,0.0010770410008262843
P0685,P1151,4,0.0010611660254653543
P0592,P2464,8,0.001069207995897159
P0853,P3061,23,0.0011864999833051115
P0811,P3038,22,0.0012130420072935522
P0582,P10702,18,0.0011772500001825392
P0588,P6724,2,0.0010646250157151371
P0913,P3634,23,0.0020095420186407864
P0362,P8901,23,0.0020095420186407864
P0390,P7031,23,0.0020095420186407864
P0126,P4387,23,0.0020095420186407864
P0570,P2198,23,0.0020095420186407864
P0539,P8146,2,0.001036583009408787
P0597,P2237,4,0.0010498330229893327
P0382,P10420,8,0.0010524170065764338
P0935,P4858,3,0.0010592089965939522
P0189,P1549,2,0.0010473330039530993
P0361,P3200,3,0.001036958012264222
P0949,P7862,10,0.0017439170042052865
P0662,P3225,10,0.0017439170042052865
P0265,P10271,10,0.0017439170042052865
P0047,P8414,10,0.0017439170042052865
P0491,P2775,2,0.0010693749936763197
P0563,P9838,2,0.0010208750027231872
P0771,P4632,3,0.0010750000074040145
P0750,P1265,2,0.00257054201210849
P0272,P7134,11,0.001131083001382649
P0986,P9941,10,0.0011217909923288971
P0475,P6990,6,0.0010769999935291708
P0636,P7411,13,0.0012777090014424175
P0833,P6149,13,0.0012777090014424175
P0120,P5056,9,0.001083041017409414
P0687,P1851,4,0.0010853749990928918
P0620,P2483,11,0.001084834017092362
P0102,P8453,7,0.0010559590009506792
P0746,P3235,17,0.0016245000006165355
P0154,P4241,17,0.0016245000006165355
P0376,P7039,17,0.0016245000006165355
P0326,P8625,8,0.0012757920194417238
P0907,P7184,8,0.0012757920194417238
P0674,P4367,7,0.0014565419987775385
P0823,P8467,7,0.0014565419987775385
P0705,P5030,7,0.0014565419987775385
P0770,P4433,8,0.00104825000744313
P0488,P1915,6,0.0010521670046728104
P0000,P1763,14,0.001167707989225164
P0972,P2113,11,0.0012803339923266321
P0648,P1881,11,0.0012803339923266321
P0573,P1990,8,0.0010823339980561286
P0810,P6714,16,0.0014128750190138817
P0651,P6477,16,0.0014128750190138817
P0236,P2487,4,0.0012803339923266321
P0825,P1716,4,0.0012803339923266321
P0844,P9394,5,0.0010607909935060889
P0166,P9359,2,0.001040333998389542
P0721,P7201,3,0.0010516670008655638
P0800,P2624,3,0.0010488329862710088
P0199,P1688,11,0.0010491249850019813
P0807,P3232,25,0.0020408330019563437
P0354,P6128,25,0.0020408330019563437
P0005,P5206,25,0.0020408330019563437
P0726,P7912,25,0.0020408330019563437
P0375,P7207,25,0.0020408330019563437
P0524,P9457,6,0.0010823749762494117
P0544,P8560,3,0.001047541998559609
P0999,P4984,5,0.001056541979778558
P0171,P1819,3,0.0010759169817902148
P0506,P8097,3,0.0011000830272678286
P0486,P4162,4,0.0012727090215776116
P0797,P7112,4,0.0012727090215776116
P0175,P10243,4,0.001053291984135285
P0194,P9576,7,0.0010522499796934426
P0712,P6518,4,0.0010559580114204437
P0895,P8825,10,0.001266125007532537
P0392,P9429,10,0.001266125007532537
P0368,P9244,2,0.0010258750116918236
P0146,P2830,3,0.0010560420050751418
P0298,P4368,4,0.0010410829854663461
P0571,P3903,8,0.0012553749838843942
P0172,P10824,8,0.0012553749838843942
P0619,P4452,2,0.0010509589919820428
P0411,P6719,11,0.0010555410117376596
P0386,P7034,2,0.0010234590154141188
P0133,P2623,3,0.001045291021000594
P0723,P8347,4,0.001072874991223216
P0250,P9738,6,0.0010548749996814877
P0526,P4626,14,0.0011770830024033785
P0832,P10341,13,0.0012672499869950116
P0754,P5327,13,0.0012672499869950116
P0520,P10973,4,0.0010404999775346369
P0793,P8843,12,0.0014614589745178819
P0757,P3652,12,0.0014614589745178819
P0783,P7758,12,0.0014614589745178819
P0257,P6365,7,0.0012507920037023723
P0021,P4160,7,0.0012507920037023723
P0824,P8413,8,0.0010678749822545797
P0956,P4743,9,0.0014521249977406114
P0690,P2277,9,0.0014521249977406114
P0500,P5321,9,0.0014521249977406114
P0628,P7143,2,0.0010251659841742367
P0525,P6697,7,0.0010494169837329537
P0579,P6675,3,0.0010530830186326057
P0497,P4588,4,0.001281999982893467
P0066,P7220,7,0.0014338339969981462
P0365,P2708,7,0.0012370829936116934
P0898,P7142,6,0.0011864170082844794
P0001,P1228,3,0.0011509169999044389
P0229,P7771,9,0.0011459169909358025
P0157,P1463,7,0.0018298329960089177
P0422,P10182,7,0.0018298329960089177
P0768,P2189,7,0.0013209999888204038
P0144,P8910,2,0.0011714579886756837
P0624,P6490,6,0.0011349580017849803
P0028,P6925,8,0.001097832981031388
P0283,P4420,23,0.002551167010096833
P0176,P4021,23,0.002551167010096833
P0432,P2800,23,0.002551167010096833
P0405,P6345,7,0.0017440409865230322
P0694,P6744,7,0.0017440409865230322
P0366,P3321,2,0.0012547500082291663
P0981,P2812,2,0.0021502079907804728
P0670,P5583,2,0.0013556669873651117
P0315,P2206,18,0.0015818749961908907
P0440,P1028,13,0.0023320839973166585
P0474,P10276,13,0.0023320839973166585
P0831,P3381,17,0.0013111250009387732
P0109,P1978,9,0.0013825000205542892
P0107,P6007,9,0.0013825000205542892
P0410,P9595,7,0.0013195409846957773
P0728,P3082,7,0.0013195409846957773
P0387,P8320,7,0.002029208990279585
P0412,P5228,31,0.00270491698756814
P0241,P6985,31,0.00270491698756814
P0926,P4927,31,0.00270491698756814
P0511,P9250,31,0.00270491698756814
P0799,P5642,31,0.00270491698756814
P0310,P7212,31,0.00270491698756814
P0286,P10029,7,0.0013962920056656003
P0656,P3010,7,0.0013962920056656003
P0512,P8599,2,0.001160457992227748
P0779,P3163,11,0.001355832995614037
P0718,P7574,11,0.001355832995614037
P0389,P6951,8,0.0011084589932579547
P0111,P7199,4,0.0010817500005941838
P0509,P4249,4,0.001076834014384076
P0420,P4103,2,0.0010452080168761313
P0123,P1352,21,0.00222395799937658
P0396,P6456,4,0.0016082500224001706
P0106,P10391,4,0.0016082500224001706
P0304,P7493,3,0.0013047499815002084
P0638,P8600,10,0.0013821249885950238
P0867,P2001,10,0.0013821249885950238
P0805,P10663,5,0.0014814170135650784
P0931,P10416,2,0.0013096669863443822
P0885,P4585,7,0.0011910419852938503
P0724,P8708,9,0.0013800830056425184
P0734,P8140,9,0.0013800830056425184
P0363,P7703,10,0.0011048330052290112
P0406,P3748,3,0.0010840419854503125
P0471,P4403,5,0.001155334000941366
P0240,P5615,16,0.0012579160102177411
P0801,P8178,5,0.0011340409982949495
P0548,P6965,8,0.0010936249746009707
P0467,P8274,3,0.0010545419936534017
P0602,P7762,12,0.001067500008502975
P0669,P7059,21,0.001227749977260828
P0893,P5611,2,0.0010780840239021927
P0169,P3041,25,0.0014725829823873937
P0922,P2976,25,0.0014725829823873937
P0280,P2447,2,0.0010589169978629798
P0891,P9389,12,0.0010804580233525485
P0764,P9436,2,0.0010432499984744936
P0203,P2114,3,0.0010669170005712658
P0210,P5120,4,0.0010473750007804483
P0744,P4538,10,0.001277708011912182
P0011,P8159,10,0.001277708011912182
P0397,P5658,4,0.0010586669959593564
P0908,P4426,13,0.0012755000207107514
P0220,P1341,13,0.0012755000207107514
P0160,P9783,16,0.0011761659989133477
P0766,P5634,23,0.001363832998322323
P0074,P6309,23,0.001363832998322323
P0136,P9870,2,0.0011012909817509353
P0775,P7085,5,0.0010820830066222697
P0897,P5134,3,0.001053957996191457
P0469,P9666,2,0.001047124998876825
P0585,P5325,6,0.0014369589916896075
P0863,P3881,5,0.0012570840190164745
P0094,P1192,2,0.0011365829850547016
P0649,P9814,2,0.0011272499978076667
P0904,P8101,2,0.0011092089989688247
P0312,P10458,2,0.0011260829924140126
P0876,P10410,2,0.0010777499992400408
P0936,P5744,3,0.0010860409820452332
P0053,P2208,2,0.0010457909957040101
P0607,P2691,2,0.0010400829778518528
P0462,P4760,29,0.0012414999946486205
P0890,P8343,7,0.001104625000152737
P0450,P3712,6,0.001083374983863905
P0803,P9202,4,0.0010640830150805414
P0087,P10877,7,0.001067458011675626
P0348,P4792,3,0.0010595410130918026
P0377,P3951,7,0.0012757499935105443
P0262,P3553,7,0.0012757499935105443
P0965,P1504,8,0.0014927919837646186
P0521,P8721,8,0.0014927919837646186
P0451,P5943,8,0.0014927919837646186
P0713,P9248,24,0.0011956249945797026
P0888,P8649,7,0.001086624979507178
P0470,P1281,33,0.0018568340165074915
P0081,P6624,33,0.0018568340165074915
P0702,P7582,33,0.0018568340165074915
P0855,P6809,33,0.0018568340165074915
P0226,P2661,17,0.0011711249826475978
P0860,P5930,19,0.0011821669759228826
P0851,P5829,13,0.0016879579925443977
P0483,P1004,13,0.0016879579925443977
P0932,P9545,13,0.0016879579925443977
P0889,P7935,13,0.0016879579925443977
P0528,P4170,18,0.001182917010737583
P0542,P9343,3,0.0010697920224629343
P0261,P10763,5,0.001085208001313731
P0820,P4608,8,0.0010716250108089298
P0618,P9864,15,0.001201042003231123
P0260,P5402,6,0.0010706250031944364
P0534,P7122,3,0.0011047500011045486
P0880,P8979,3,0.0010915419843513519
P0274,P7234,13,0.0013184590206947178
P0258,P4100,13,0.0013184590206947178
P0255,P4286,6,0.001059875008650124
P0589,P7629,4,0.00104825000744313
P0973,P4125,8,0.0010580000234767795
P0843,P5696,2,0.00102583400439471
P0925,P9434,8,0.0013003750063944608
P0743,P1418,8,0.0013003750063944608
P0777,P4697,4,0.0010531669831834733
P0969,P2688,19,0.0014252080000005662
P0114,P8065,19,0.0014252080000005662
P0193,P8215,8,0.0011323749786242843
P0933,P1156,3,0.0010866250086110085
P0417,P8666,3,0.0011377089831512421
P0472,P4820,7,0.0014682090259157121
P0238,P4874,7,0.0014682090259157121
P0503,P9590,7,0.0014682090259157121
P0642,P10639,16,0.0011759579938370734
P0920,P4686,4,0.0010607920121401548
P0996,P9734,2,0.0010320830042473972
P0433,P5624,3,0.0010477920004632324
P0372,P7777,3,0.0010573329927865416
P0878,P9509,2,0.0011009580048266798
P0284,P7643,11,0.001060625014360994
P0937,P8385,2,0.0010209580068476498
P0661,P8874,5,0.0010987499845214188
P0463,P2712,3,0.0010619589884299785
P0998,P6630,2,0.0010396669968031347
P0075,P8331,3,0.0010397080041002482
P0227,P1912,18,0.0018127079820260406
P0353,P8722,18,0.0018127079820260406
P0458,P4859,18,0.0018127079820260406
P0785,P4918,18,0.0018127079820260406
P0516,P10709,19,0.001150999974925071
P0206,P6709,12,0.0010716660181060433
P0140,P6614,7,0.0010458750184625387
P0473,P1354,16,0.0011507919989526272
P0101,P10483,5,0.001055542001267895
P0947,P5563,9,0.0010694579978007823
P0045,P2409,3,0.0010439579782541841
P0121,P8924,3,0.0010575000196695328
P0942,P6389,8,0.0012664170062635094
P0502,P7763,8,0.0012664170062635094
P0090,P9318,2,0.001025042001856491
P0453,P9044,4,0.0010429590183775872
P0131,P2622,14,0.0011509169999044389
P0894,P10915,7,0.0010462499922141433
P0498,P1510,14,0.001186875015264377
P0367,P7153,18,0.0015939159784466028
P0225,P9113,18,0.0015939159784466028
P0319,P9517,18,0.0015939159784466028
P0113,P6858,2,0.0011065829894505441
P0480,P4559,8,0.0010872090060729533
P0747,P2668,4,0.0011183329916093498
P0967,P3661,4,0.0010694170196074992
P0085,P5564,10,0.0016895000007934868
P0614,P8121,10,0.0016895000007934868
P0640,P5287,10,0.0016895000007934868
P0022,P10671,10,0.0016895000007934868
P0496,P1681,9,0.0010530419822316617
P0995,P10564,11,0.0010600000096019357
P0461,P3752,32,0.0018006669997703284
P0127,P8411,32,0.0018006669997703284
P0214,P5479,32,0.0018006669997703284
P0819,P2204,32,0.0018006669997703284
P0212,P4830,5,0.0010615419887471944
P0813,P2798,4,0.0012647499970626086
P0527,P1536,4,0.0012647499970626086
P0877,P10448,2,0.0010318330023437738
P0696,P10611,6,0.0010469169938005507
P0328,P8905,4,0.0010502079967409372
P0778,P7572,5,0.0010567500139586627
P0795,P3519,8,0.0012815420050173998
P0407,P1484,8,0.0012815420050173998
P0268,P7185,12,0.0012655000027734786
P0841,P2993,12,0.0012655000027734786
P0201,P3868,6,0.0010781660093925893
P0311,P2324,8,0.0010514160094317049
P0054,P6411,11,0.0010825000063050538
P0729,P8001,17,0.0011879579978995025
P0281,P5518,6,0.001281042001210153
P0989,P6754,6,0.001281042001210153
P0008,P10703,5,0.0010897500033024698
P0966,P7187,18,0.0011603329912759364
P0195,P6049,5,0.0010545419936534017
P0141,P3647,13,0.0011738750035874546
P0080,P3075,15,0.0013774169783573598
P0320,P7377,15,0.0013774169783573598
P0845,P2510,37,0.0013607089931610972
P0149,P5222,37,0.0013607089931610972
P0499,P1135,7,0.0010869160178117454
P0599,P10738,11,0.0011487919837236404
P0401,P8479,2,0.0010339160216972232
P0084,P4883,8,0.0010594999766908586
P0343,P10290,2,0.0010566659912001342
P0418,P5538,2,0.001026917016133666
P0209,P5800,5,0.0010498339834157377
P0246,P1717,2,0.0010335000115446746
P0576,P1830,7,0.0012815829832106829
P0027,P2484,7,0.0012815829832106829
P0781,P10358,2,0.0010394159762654454
P0583,P6571,2,0.001062708004610613
P0383,P6083,8,0.0015489590005017817
P0370,P9079,8,0.0015489590005017817
P0751,P4385,8,0.0015489590005017817
P0953,P2762,10,0.0010545419936534017
P0566,P7667,10,0.0012747920118272305
P0026,P7166,10,0.0012747920118272305
P0884,P4127,5,0.0012615839950740337
P0882,P2747,5,0.0012615839950740337
P0452,P4535,2,0.0010234169894829392
P0017,P6901,13,0.0018686249968595803
P0691,P5425,13,0.0018686249968595803
P0009,P8877,13,0.0018686249968595803
P0235,P10999,13,0.0018686249968595803
P0693,P4521,13,0.0018686249968595803
P0233,P1787,3,0.0010831250110641122
P0568,P4652,12,0.001049000013154
P0119,P2149,8,0.0010623339912854135
P0344,P2344,7,0.0012738330115098506
P0429,P9421,7,0.0012738330115098506
P0359,P5664,15,0.0014474589843302965
P0276,P10548,15,0.0014474589843302965
P0960,P7235,14,0.0013582500105258077
P0327,P8038,14,0.0013582500105258077
P0495,P5147,10,0.001482667023083195
P0308,P4936,10,0.001482667023083195
P0545,P5205,10,0.001482667023083195
P0178,P6570,5,0.0010595830099191517
P0547,P3835,11,0.0012727910070680082
P0740,P4018,11,0.0012727910070680082
P0322,P5182,9,0.0010624580027069896
P0317,P1163,5,0.0012696250050794333
P0918,P2857,5,0.0012696250050794333
P0196,P5541,8,0.0013159170048311353
P0862,P7269,8,0.0013159170048311353
P0952,P2792,3,0.0010534170141909271
P0660,P1773,2,0.0010302910231985152
P0772,P5718,6,0.0014747499953955412
P0560,P3094,6,0.0014747499953955412
P0400,P10175,6,0.0014747499953955412
P0010,P9926,5,0.0010818750015459955
P0061,P6016,3,0.001068457990186289
P0202,P4399,3,0.0010424999927636236
P0104,P6548,2,0.0010331670055165887
P0634,P1500,2,0.0010407500085420907
P0030,P5743,19,0.0016020420007407665
P0980,P9234,19,0.0016020420007407665
P0338,P7429,19,0.0016020420007407665
P0717,P8859,10,0.0012829580227844417
P0332,P6326,10,0.0012829580227844417
P0313,P1673,14,0.001152457989519462
P0514,P9310,3,0.0010622080008033663
P0565,P2804,9,0.001066750002792105
P0982,P9030,9,0.0012550000101327896
P0013,P8047,9,0.0012550000101327896
P0139,P1524,16,0.0013720419956371188
P0622,P6344,16,0.0013720419956371188
P0902,P9157,3,0.001069582998752594
P0864,P10491,4,0.0010636250081006438
P0951,P10753,7,0.0010828749800566584
P0879,P6189,10,0.001085916010197252
P0218,P4891,10,0.0010598749795462936
P0655,P7910,2,0.0010294999810867012
P0979,P5342,6,0.001055125001585111
P0478,P5054,2,0.0010459169861860573
P0369,P6295,6,0.001279166026506573
P0329,P1757,6,0.001279166026506573
P0055,P8143,9,0.0010614169877953827
P0827,P10098,7,0.001050083985319361
P0668,P3998,18,0.0014432919851969928
P0540,P5049,18,0.0014432919851969928
P0277,P3419,8,0.0010774999973364174
P0207,P4742,3,0.0011081669945269823
P0574,P4243,8,0.0010860000038519502
P0324,P8765,16,0.0015593749994877726
P0652,P9402,16,0.0015593749994877726
P0535,P8589,3,0.0010499160271137953
P0018,P2441,3,0.0010432499984744936
P0692,P7659,2,0.00103704200591892
P0541,P9412,6,0.0012585410149767995
P0529,P4168,6,0.0012585410149767995
P0917,P3927,20,0.0014062499976716936
P0350,P7304,20,0.0014062499976716936
P0476,P1923,2,0.0010697499965317547
P0062,P5515,20,0.001182500011054799
P0345,P6404,5,0.0013883749779779464
P0910,P2164,5,0.0014530829794239253
P0543,P9896,5,0.0014530829794239253
P0089,P5344,11,0.001151374977780506
P0840,P3412,3,0.0010922499932348728
P0745,P1695,6,0.0013138329959474504
P0605,P5328,6,0.0013138329959474504
P0399,P9826,6,0.0012892500089947134
P0859,P4710,6,0.0012892500089947134
P0314,P5309,4,0.001156499987700954
P0968,P7891,6,0.0010665410081855953
P0923,P6096,2,0.001073999999789521
P0436,P10608,4,0.0012796249939128757
P0099,P1735,4,0.0012796249939128757
P0421,P1445,5,0.0011290419788565487
P0325,P9086,6,0.0010861250048037618
P0198,P10958,6,0.0011048750020563602
P0665,P4914,5,0.00110466597834602
P0437,P10684,3,0.0011009169975295663
P0700,P10894,2,0.0010371670068707317
P0428,P5747,4,0.0010661249980330467
P0287,P4332,5,0.0010687919857446104
P0646,P5836,17,0.0014517499948851764
P0125,P5090,17,0.0014517499948851764
P0168,P6001,5,0.0013187080039642751
P0901,P1306,5,0.0013187080039642751
P0242,P7775,5,0.001087625016225502
P0794,P4643,2,0.0010364170011598617
P0869,P5861,18,0.0014147500041872263
P0856,P3665,18,0.0014147500041872263
P0756,P9305,5,0.0010750420042313635
P0556,P10323,6,0.0014712080010212958
P0802,P5275,6,0.0014712080010212958
P0339,P3632,6,0.0014712080010212958
P0604,P4525,11,0.0010726250184234232
P0477,P2089,18,0.0013706249883398414
P0900,P7794,18,0.0013706249883398414
P0970,P7879,2,0.0010723329905886203
P0165,P4275,23,0.0011617499985732138
P0447,P6964,3,0.0010798329894896597
P0077,P4903,8,0.0010567080171313137
P0971,P5803,2,0.0010299169807694852
P0505,P3730,4,0.0010697919933591038
P0159,P3070,4,0.0012760420213453472
P0082,P4374,4,0.0012760420213453472
P0147,P2129,9,0.0010629160096868873
P0930,P7655,2,0.0010339589789509773
P0427,P4553,28,0.0013768750068265945
P0688,P3890,28,0.0013768750068265945
P0330,P2598,2,0.001048208010615781
P0413,P4487,4,0.0010527500126045197
P0852,P5227,9,0.0012876249966211617
P0752,P7927,9,0.0012876249966211617
P0806,P7208,2,0.0010304999887011945
P0612,P4342,3,0.00104599999031052
P0523,P3384,16,0.0015891669900156558
P0782,P6764,16,0.0015891669900156558
P0559,P9626,16,0.0015891669900156558
P0883,P6008,3,0.001047875004587695
P0601,P5810,4,0.0010694579978007823
P0460,P2964,5,0.0010504160018172115
P0416,P6209,16,0.0015704580000601709
P0796,P3257,16,0.0015704580000601709
P0388,P3214,16,0.0015704580000601709
P0868,P1841,5,0.0010525000107008964
P0912,P3830,2,0.0011135000095237046
P0909,P1957,9,0.001288625004235655
P0938,P9058,9,0.001288625004235655
P0007,P3639,4,0.0010523340024519712
P0360,P10467,9,0.0010509169951546937
P0955,P2053,4,0.0010451249836478382
P0138,P4027,2,0.0010215830116067082
P0243,P5579,9,0.00126691599143669
P0714,P3595,9,0.00126691599143669
P0217,P4725,6,0.0010464999941177666
