id__id,treat__treat,race_black__cat,race_hispan__cat,race_white__cat,married_0__cat,married_1__cat,nodegree_0__cat,nodegree_1__cat,age__num,educ__num,re74__num,re75__num,exact_match__group,features,is_matched,strata
NSW5,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,33.0,8.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,3.339679678517915,3.043763963833111])",NSW5,NSW5:PSID226
NSW5,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,33.0,8.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,3.339679678517915,3.043763963833111])",NSW5,NSW5:PSID400
NSW6,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,9.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.226453119011943,3.42423445931225])",NSW6,NSW6:PSID355
NSW6,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,9.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.226453119011943,3.42423445931225])",NSW6,NSW6:PSID253
NSW6,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,22.0,9.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.226453119011943,3.42423445931225])",NSW6,NSW6:PSID372
NSW7,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,12.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.327655533512486,4.565645945749666])",NSW7,NSW7:PSID386
NSW7,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,12.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.327655533512486,4.565645945749666])",NSW7,NSW7:PSID269
NSW7,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,23.0,12.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.327655533512486,4.565645945749666])",NSW7,NSW7:PSID352
NSW8,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,32.0,11.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,3.238477264017372,4.185175450270528])",NSW8,NSW8:PSID372
NSW8,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,32.0,11.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,3.238477264017372,4.185175450270528])",NSW8,NSW8:PSID253
NSW8,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,32.0,11.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,3.238477264017372,4.185175450270528])",NSW8,NSW8:PSID423
NSW9,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,16.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.226453119011943,6.087527927666222])",NSW9,NSW9:PSID234
NSW9,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,16.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.226453119011943,6.087527927666222])",NSW9,NSW9:PSID381
NSW9,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,22.0,16.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.226453119011943,6.087527927666222])",NSW9,NSW9:PSID330
NSW10,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,33.0,12.0,0.0,0.0,all,"(11,[2,4,5,7,8],[1.9990495166733648,2.0276692185838283,2.0698840201324655,3.339679678517915,4.565645945749666])",NSW10,NSW10:PSID418
NSW10,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,33.0,12.0,0.0,0.0,all,"(11,[2,4,5,7,8],[1.9990495166733648,2.0276692185838283,2.0698840201324655,3.339679678517915,4.565645945749666])",NSW10,NSW10:PSID344
NSW10,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,33.0,12.0,0.0,0.0,all,"(11,[2,4,5,7,8],[1.9990495166733648,2.0276692185838283,2.0698840201324655,3.339679678517915,4.565645945749666])",NSW10,NSW10:PSID393
NSW11,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,9.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.9228458755103146,3.42423445931225])",NSW11,NSW11:PSID266
NSW11,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,9.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.9228458755103146,3.42423445931225])",NSW11,NSW11:PSID372
NSW11,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,9.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.9228458755103146,3.42423445931225])",NSW11,NSW11:PSID355
NSW12,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,21.0,13.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.1252507045114,4.9461164412288054])",NSW12,NSW12:PSID373
NSW12,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,21.0,13.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.1252507045114,4.9461164412288054])",NSW12,NSW12:PSID269
NSW12,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,21.0,13.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.1252507045114,4.9461164412288054])",NSW12,NSW12:PSID381
NSW13,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,8.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.8216434610097718,3.043763963833111])",NSW13,NSW13:PSID256
NSW13,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,8.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.8216434610097718,3.043763963833111])",NSW13,NSW13:PSID376
NSW13,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,8.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.8216434610097718,3.043763963833111])",NSW13,NSW13:PSID398
NSW14,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,10.0,0.0,0.0,all,"(11,[0,4,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.732465191514658,3.8047049547913887])",NSW14,NSW14:PSID408
NSW14,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,10.0,0.0,0.0,all,"(11,[0,4,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.732465191514658,3.8047049547913887])",NSW14,NSW14:PSID375
NSW14,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,10.0,0.0,0.0,all,"(11,[0,4,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.732465191514658,3.8047049547913887])",NSW14,NSW14:PSID368
NSW15,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,7.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.7204410465092288,2.663293468353972])",NSW15,NSW15:PSID398
NSW15,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,7.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.7204410465092288,2.663293468353972])",NSW15,NSW15:PSID376
NSW15,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,7.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.7204410465092288,2.663293468353972])",NSW15,NSW15:PSID278
NSW16,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,10.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.9228458755103146,3.8047049547913887])",NSW16,NSW16:PSID277
NSW16,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,10.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.9228458755103146,3.8047049547913887])",NSW16,NSW16:PSID411
NSW16,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,10.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.9228458755103146,3.8047049547913887])",NSW16,NSW16:PSID367
NSW17,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,13.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.732465191514658,4.9461164412288054])",NSW17,NSW17:PSID269
NSW17,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,13.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.732465191514658,4.9461164412288054])",NSW17,NSW17:PSID352
NSW17,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,27.0,13.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.732465191514658,4.9461164412288054])",NSW17,NSW17:PSID399
NSW18,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,23.0,10.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.327655533512486,3.8047049547913887])",NSW18,NSW18:PSID253
NSW18,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,23.0,10.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.327655533512486,3.8047049547913887])",NSW18,NSW18:PSID423
NSW18,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,23.0,10.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.327655533512486,3.8047049547913887])",NSW18,NSW18:PSID372
NSW19,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,40.0,12.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,4.048096580021715,4.565645945749666])",NSW19,NSW19:PSID110
NSW19,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,40.0,12.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,4.048096580021715,4.565645945749666])",NSW19,NSW19:PSID159
NSW19,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,40.0,12.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,4.048096580021715,4.565645945749666])",NSW19,NSW19:PSID412
NSW20,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,12.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.631262777014115,4.565645945749666])",NSW20,NSW20:PSID399
NSW20,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,12.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.631262777014115,4.565645945749666])",NSW20,NSW20:PSID189
NSW20,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,12.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.631262777014115,4.565645945749666])",NSW20,NSW20:PSID352
NSW21,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,23.0,11.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.327655533512486,4.185175450270528])",NSW21,NSW21:PSID411
NSW21,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,23.0,11.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.327655533512486,4.185175450270528])",NSW21,NSW21:PSID277
NSW21,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,23.0,11.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.327655533512486,4.185175450270528])",NSW21,NSW21:PSID388
NSW22,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,41.0,14.0,0.0,0.0,all,"(11,[2,3,5,7,8],[1.9990495166733648,2.0276692185838283,2.0698840201324655,4.149298994522258,5.326586936707944])",NSW22,NSW22:PSID242
NSW22,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,41.0,14.0,0.0,0.0,all,"(11,[2,3,5,7,8],[1.9990495166733648,2.0276692185838283,2.0698840201324655,4.149298994522258,5.326586936707944])",NSW22,NSW22:PSID361
NSW22,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,41.0,14.0,0.0,0.0,all,"(11,[2,3,5,7,8],[1.9990495166733648,2.0276692185838283,2.0698840201324655,4.149298994522258,5.326586936707944])",NSW22,NSW22:PSID410
NSW23,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,38.0,9.0,0.0,0.0,all,"(11,[2,3,6,7,8],[1.9990495166733648,2.0276692185838283,2.0698840201324655,3.845691751020629,3.42423445931225])",NSW23,NSW23:PSID323
NSW23,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,38.0,9.0,0.0,0.0,all,"(11,[2,3,6,7,8],[1.9990495166733648,2.0276692185838283,2.0698840201324655,3.845691751020629,3.42423445931225])",NSW23,NSW23:PSID272
NSW23,1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,38.0,9.0,0.0,0.0,all,"(11,[2,3,6,7,8],[1.9990495166733648,2.0276692185838283,2.0698840201324655,3.845691751020629,3.42423445931225])",NSW23,NSW23:PSID224
NSW24,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0,11.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.428857948013029,4.185175450270528])",NSW24,NSW24:PSID277
NSW24,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0,11.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.428857948013029,4.185175450270528])",NSW24,NSW24:PSID388
NSW24,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0,11.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.428857948013029,4.185175450270528])",NSW24,NSW24:PSID423
NSW25,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,10.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.8216434610097718,3.8047049547913887])",NSW25,NSW25:PSID392
NSW25,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,10.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.8216434610097718,3.8047049547913887])",NSW25,NSW25:PSID367
NSW25,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,18.0,10.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.8216434610097718,3.8047049547913887])",NSW25,NSW25:PSID411
NSW26,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,29.0,11.0,0.0,0.0,all,"(11,[0,4,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.9348700205157434,4.185175450270528])",NSW26,NSW26:PSID375
NSW26,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,29.0,11.0,0.0,0.0,all,"(11,[0,4,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.9348700205157434,4.185175450270528])",NSW26,NSW26:PSID408
NSW26,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,29.0,11.0,0.0,0.0,all,"(11,[0,4,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.9348700205157434,4.185175450270528])",NSW26,NSW26:PSID368
NSW27,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,11.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.530060362513572,4.185175450270528])",NSW27,NSW27:PSID388
NSW27,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,11.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.530060362513572,4.185175450270528])",NSW27,NSW27:PSID277
NSW27,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,11.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.530060362513572,4.185175450270528])",NSW27,NSW27:PSID423
NSW28,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,27.0,10.0,0.0,0.0,all,"(11,[1,3,6,7,8],[3.1056215479114626,2.0276692185838283,2.0698840201324655,2.732465191514658,3.8047049547913887])",NSW28,NSW28:PSID199
NSW28,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,27.0,10.0,0.0,0.0,all,"(11,[1,3,6,7,8],[3.1056215479114626,2.0276692185838283,2.0698840201324655,2.732465191514658,3.8047049547913887])",NSW28,NSW28:PSID341
NSW28,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,27.0,10.0,0.0,0.0,all,"(11,[1,3,6,7,8],[3.1056215479114626,2.0276692185838283,2.0698840201324655,2.732465191514658,3.8047049547913887])",NSW28,NSW28:PSID339
NSW29,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,10.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.7204410465092288,3.8047049547913887])",NSW29,NSW29:PSID411
NSW29,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,10.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.7204410465092288,3.8047049547913887])",NSW29,NSW29:PSID392
NSW29,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,10.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.7204410465092288,3.8047049547913887])",NSW29,NSW29:PSID401
NSW30,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0,11.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.428857948013029,4.185175450270528])",NSW30,NSW30:PSID277
NSW30,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0,11.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.428857948013029,4.185175450270528])",NSW30,NSW30:PSID388
NSW30,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,24.0,11.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.428857948013029,4.185175450270528])",NSW30,NSW30:PSID423
NSW31,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,10.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.7204410465092288,3.8047049547913887])",NSW31,NSW31:PSID411
NSW31,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,10.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.7204410465092288,3.8047049547913887])",NSW31,NSW31:PSID392
NSW31,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,17.0,10.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,1.7204410465092288,3.8047049547913887])",NSW31,NSW31:PSID401
NSW32,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,4.857715896026058,1.5218819819165554])",NSW32,NSW32:PSID356
NSW32,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,4.857715896026058,1.5218819819165554])",NSW32,NSW32:PSID387
NSW32,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,48.0,4.0,0.0,0.0,all,"(11,[0,3,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,4.857715896026058,1.5218819819165554])",NSW32,NSW32:PSID419
NSW33,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,11.0,0.0,0.0,all,"(11,[0,4,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.530060362513572,4.185175450270528])",NSW33,NSW33:PSID408
NSW33,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,11.0,0.0,0.0,all,"(11,[0,4,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.530060362513572,4.185175450270528])",NSW33,NSW33:PSID375
NSW33,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,25.0,11.0,0.0,0.0,all,"(11,[0,4,6,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.530060362513572,4.185175450270528])",NSW33,NSW33:PSID368
NSW34,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,12.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.0240482900108576,4.565645945749666])",NSW34,NSW34:PSID381
NSW34,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,12.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.0240482900108576,4.565645945749666])",NSW34,NSW34:PSID386
NSW34,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,12.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.0240482900108576,4.565645945749666])",NSW34,NSW34:PSID373
NSW35,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,12.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.530060362513572,4.565645945749666])",NSW35,NSW35:PSID399
NSW35,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,12.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.530060362513572,4.565645945749666])",NSW35,NSW35:PSID269
NSW35,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,25.0,12.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,2.530060362513572,4.565645945749666])",NSW35,NSW35:PSID352
NSW36,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,42.0,14.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,4.2505014090228,5.326586936707944])",NSW36,NSW36:PSID110
NSW36,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,42.0,14.0,0.0,0.0,all,"(11,[0,3,5,7,8],[2.0432632845468692,2.0276692185838283,2.0698840201324655,4.2505014090228,5.326586936707944])",NSW36,NSW36:PSID159
