id,match_id,match_round,treated_k,control_usage_count,pair_weight,bucket_num_input_patients,bucket_seconds
NSW145,PSID112,1,1,1,1.0,188,0.01005912502296269
NSW37,PSID228,1,1,1,1.0,188,0.01005912502296269
NSW155,PSID428,1,1,1,1.0,188,0.01005912502296269
NSW65,PSID356,1,1,1,1.0,188,0.01005912502296269
NSW154,PSID91,1,1,1,1.0,188,0.01005912502296269
NSW98,PSID395,1,1,1,1.0,188,0.01005912502296269
NSW165,PSID113,1,1,1,1.0,188,0.01005912502296269
NSW106,PSID387,1,1,1,1.0,188,0.01005912502296269
NSW36,PSID242,1,1,1,1.0,188,0.01005912502296269
NSW174,PSID86,1,1,1,1.0,188,0.01005912502296269
NSW178,PSID111,1,1,1,1.0,188,0.01005912502296269
NSW171,PSID127,1,1,1,1.0,188,0.01005912502296269
NSW19,PSID315,1,1,1,1.0,188,0.01005912502296269
NSW78,PSID372,1,1,1,1.0,242,0.017405124963261187
NSW11,PSID355,1,1,1,1.0,242,0.017405124963261187
NSW113,PSID337,1,1,1,1.0,242,0.017405124963261187
NSW34,PSID386,1,1,1,1.0,242,0.017405124963261187
NSW12,PSID381,1,1,1,1.0,242,0.017405124963261187
NSW10,PSID393,1,1,1,1.0,242,0.017405124963261187
NSW138,PSID179,1,1,1,1.0,242,0.017405124963261187
NSW131,PSID173,1,1,1,1.0,242,0.017405124963261187
NSW81,PSID352,1,1,1,1.0,242,0.017405124963261187
NSW102,PSID423,1,1,1,1.0,242,0.017405124963261187
NSW60,PSID353,1,1,1,1.0,242,0.017405124963261187
NSW9,PSID330,1,1,1,1.0,242,0.017405124963261187
NSW116,PSID229,1,1,1,1.0,242,0.017405124963261187
NSW96,PSID407,1,1,1,1.0,242,0.017405124963261187
NSW124,PSID259,1,1,1,1.0,242,0.017405124963261187
NSW42,PSID377,1,1,1,1.0,242,0.017405124963261187
NSW125,PSID325,1,1,1,1.0,242,0.017405124963261187
NSW3,PSID416,1,1,1,1.0,242,0.017405124963261187
NSW137,PSID235,1,1,1,1.0,242,0.017405124963261187
NSW104,PSID374,1,1,1,1.0,242,0.017405124963261187
NSW108,PSID266,1,1,1,1.0,242,0.017405124963261187
NSW105,PSID388,1,1,1,1.0,242,0.017405124963261187
NSW92,PSID392,1,1,1,1.0,242,0.017405124963261187
NSW25,PSID367,1,1,1,1.0,242,0.017405124963261187
NSW1,PSID368,1,1,1,1.0,242,0.017405124963261187
NSW61,PSID376,1,1,1,1.0,242,0.017405124963261187
NSW15,PSID278,1,1,1,1.0,242,0.017405124963261187
NSW123,PSID218,1,1,1,1.0,242,0.017405124963261187
NSW75,PSID399,1,1,1,1.0,242,0.017405124963261187
NSW59,PSID380,1,1,1,1.0,242,0.017405124963261187
NSW73,PSID291,1,1,1,1.0,242,0.017405124963261187
NSW76,PSID342,1,1,1,1.0,242,0.017405124963261187
NSW114,PSID389,1,1,1,1.0,242,0.017405124963261187
NSW13,PSID398,1,1,1,1.0,242,0.017405124963261187
NSW82,PSID373,1,1,1,1.0,242,0.017405124963261187
NSW122,PSID411,1,1,1,1.0,242,0.017405124963261187
NSW120,PSID335,1,1,1,1.0,242,0.017405124963261187
NSW111,PSID253,1,1,1,1.0,242,0.017405124963261187
NSW20,PSID189,1,1,1,1.0,242,0.017405124963261187
NSW89,PSID383,1,1,1,1.0,242,0.017405124963261187
NSW91,PSID408,1,1,1,1.0,242,0.017405124963261187
NSW146,PSID187,1,1,1,1.0,242,0.017405124963261187
NSW56,PSID401,1,1,1,1.0,242,0.017405124963261187
NSW48,PSID370,1,1,1,1.0,242,0.017405124963261187
NSW50,PSID269,1,1,1,1.0,242,0.017405124963261187
NSW133,PSID375,1,1,1,1.0,242,0.017405124963261187
NSW80,PSID277,1,1,1,1.0,242,0.017405124963261187
NSW47,PSID256,1,1,1,1.0,242,0.017405124963261187
NSW127,PSID191,1,1,1,1.0,242,0.017405124963261187
NSW130,PSID231,1,1,1,1.0,242,0.017405124963261187
NSW52,PSID343,1,1,1,1.0,242,0.017405124963261187
NSW46,PSID293,1,1,1,1.0,242,0.017405124963261187
NSW97,PSID268,1,1,1,1.0,242,0.017405124963261187
NSW31,PSID406,1,1,1,1.0,242,0.017405124963261187
NSW33,PSID382,1,1,1,1.0,242,0.017405124963261187
NSW132,PSID196,1,1,1,1.0,242,0.017405124963261187
NSW126,PSID321,1,1,1,1.0,242,0.017405124963261187
NSW118,PSID234,1,1,1,1.0,242,0.017405124963261187
NSW55,PSID378,1,1,1,1.0,242,0.017405124963261187
NSW43,PSID345,1,1,1,1.0,242,0.017405124963261187
NSW44,PSID391,1,1,1,1.0,57,0.003958499990403652
NSW28,PSID339,1,1,1,1.0,57,0.003958499990403652
NSW2,PSID341,1,1,1,1.0,57,0.003958499990403652
NSW112,PSID366,1,1,1,1.0,57,0.003958499990403652
NSW110,PSID308,1,1,1,1.0,57,0.003958499990403652
NSW87,PSID265,1,1,1,1.0,57,0.003958499990403652
NSW135,PSID167,1,1,1,1.0,57,0.003958499990403652
NSW100,PSID199,1,1,1,1.0,57,0.003958499990403652
NSW169,PSID115,1,1,1,1.0,57,0.003958499990403652
NSW149,PSID148,1,1,1,1.0,57,0.003958499990403652
NSW128,PSID214,1,1,1,1.0,57,0.003958499990403652
NSW115,PSID260,1,1,1,1.0,6,0.0018827499588951468
NSW38,PSID331,1,1,1,1.0,6,0.0018827499588951468
