id,subclass,weight,is_treated
PSID316,,0.0,False
PSID317,,0.0,False
PSID318,,0.0,False
PSID319,,0.0,False
PSID320,,0.0,False
PSID322,,0.0,False
PSID323,,0.0,False
PSID324,,0.0,False
PSID327,,0.0,False
PSID328,,0.0,False
PSID329,,0.0,False
PSID332,,0.0,False
PSID334,,0.0,False
PSID336,,0.0,False
PSID338,,0.0,False
PSID340,,0.0,False
PSID344,,0.0,False
PSID346,,0.0,False
PSID347,,0.0,False
PSID348,,0.0,False
PSID349,,0.0,False
PSID350,,0.0,False
PSID351,,0.0,False
PSID357,,0.0,False
PSID358,,0.0,False
PSID359,,0.0,False
PSID360,,0.0,False
PSID362,,0.0,False
PSID363,,0.0,False
PSID364,,0.0,False
PSID365,,0.0,False
PSID369,,0.0,False
PSID371,,0.0,False
PSID377,,0.0,False
PSID379,,0.0,False
PSID384,,0.0,False
PSID385,,0.0,False
PSID390,,0.0,False
PSID394,,0.0,False
PSID396,,0.0,False
PSID402,,0.0,False
PSID403,,0.0,False
PSID404,,0.0,False
PSID405,,0.0,False
PSID409,,0.0,False
PSID413,,0.0,False
PSID414,,0.0,False
PSID415,,0.0,False
PSID417,,0.0,False
PSID418,,0.0,False
PSID421,,0.0,False
PSID422,,0.0,False
PSID424,,0.0,False
PSID425,,0.0,False
PSID426,,0.0,False
PSID427,,0.0,False
PSID429,,0.0,False
